X(mm)	Measured heigth (nm)	Residual Heigth (nm)	Slope (micror-rad)	Residual slope (microrad)
547	-6473.54	-90.4652	10.6865	-1.26938
548	-6462.8	-90.7453	10.741	-1.30119
549	-6452	-91.0452	10.8035	-1.3249
550	-6441.08	-91.31	10.9211	-1.29362
551	-6430.03	-91.5372	11.0411	-1.25985
552	-6418.83	-91.6787	11.2091	-1.17816
553	-6407.42	-91.7045	11.4073	-1.06621
554	-6395.84	-91.6381	11.5818	-0.977957
555	-6384.1	-91.501	11.7349	-0.911133
556	-6372.26	-91.3354	11.8458	-0.886499
557	-6360.23	-91.0762	12.0218	-0.796795
558	-6348.05	-90.7331	12.1881	-0.716781
559	-6335.75	-90.3634	12.2971	-0.694035
560	-6323.34	-89.9646	12.4086	-0.668846
561	-6310.78	-89.4979	12.559	-0.604732
562	-6297.98	-88.8671	12.8054	-0.444645
563	-6284.97	-88.1182	13.0059	-0.330357
564	-6271.76	-87.245	13.2126	-0.209942
565	-6258.37	-86.2785	13.3883	-0.120506
566	-6244.84	-85.2579	13.5248	-0.070262
567	-6231.21	-84.2117	13.6327	-0.0486262
568	-6217.5	-83.167	13.7137	-0.0539905
569	-6203.69	-82.111	13.8074	-0.0465134
570	-6189.77	-81.024	13.9208	-0.0194231
571	-6175.71	-79.877	14.0631	0.0366725
572	-6161.48	-78.651	14.2246	0.111843
573	-6147.13	-77.3822	14.3498	0.150756
574	-6132.73	-76.1424	14.4031	0.117799
575	-6118.29	-74.9474	14.4408	0.0692208
576	-6103.82	-73.8043	14.4713	0.0134291
577	-6089.32	-72.7229	14.4919	-0.0522068
578	-6074.78	-71.6729	14.5429	-0.0875027
579	-6060.15	-70.6124	14.6359	-0.0808095
580	-6045.42	-69.5416	14.7285	-0.0744005
581	-6030.65	-68.5126	14.7691	-0.120106
582	-6015.88	-67.5696	14.7655	-0.209953
583	-6001.08	-66.6687	14.8057	-0.256037
584	-5986.25	-65.8328	14.8232	-0.324841
585	-5971.47	-65.1146	14.7879	-0.446408
586	-5956.75	-64.5549	14.7118	-0.608812
587	-5942.12	-64.1565	14.6329	-0.773929
588	-5927.53	-63.8837	14.5896	-0.903497
589	-5913.03	-63.7769	14.5061	-1.07331
590	-5898.62	-63.8564	14.4021	-1.26359
591	-5884.31	-64.1114	14.3091	-1.4429
592	-5870.08	-64.5221	14.2358	-1.60246
593	-5855.91	-65.0815	14.1695	-1.75502
594	-5841.82	-65.8069	14.0859	-1.92492
595	-5827.81	-66.691	14.0095	-2.0876
596	-5813.82	-67.6702	13.9969	-2.18645
597	-5799.77	-68.6827	14.0459	-2.2237
598	-5785.69	-69.7392	14.0843	-2.27159
599	-5771.54	-70.8132	14.1493	-2.2929
600	-5757.28	-71.8604	14.2584	-2.27002
601	-5742.88	-72.8505	14.398	-2.21674
602	-5728.4	-73.8443	14.4766	-2.22441
603	-5713.88	-74.8699	14.5272	-2.26008
604	-5699.23	-75.8551	14.65	-2.22356
605	-5684.51	-76.8556	14.7172	-2.24266
606	-5669.72	-77.8648	14.7907	-2.25538
607	-5654.9	-78.9326	14.8147	-2.3177
608	-5640	-79.997	14.9004	-2.31826
609	-5625.04	-81.0762	14.968	-2.33695
610	-5610.12	-82.2878	14.9179	-2.47327
611	-5595.08	-83.4628	15.037	-2.44052
612	-5579.93	-84.6043	15.1529	-2.41087
613	-5564.57	-85.6252	15.3559	-2.29409
614	-5549.1	-86.6147	15.4696	-2.26672
615	-5533.57	-87.6223	15.534	-2.28854
616	-5517.75	-88.4263	15.8199	-2.08891
617	-5501.73	-89.114	16.0187	-1.97647
618	-5485.44	-89.6167	16.286	-1.79539
619	-5468.87	-89.9152	16.5727	-1.595
620	-5452.08	-90.0742	16.7944	-1.4595
621	-5435.02	-90.054	17.0561	-1.28409
622	-5417.86	-90.0097	17.1626	-1.26385
623	-5400.62	-89.9752	17.2352	-1.27755
624	-5383.19	-89.8252	17.4331	-1.16591
625	-5365.78	-89.7834	17.4073	-1.27806
626	-5348.35	-89.7979	17.4334	-1.33816
627	-5330.99	-89.9665	17.3616	-1.49623
628	-5313.77	-90.3625	17.2167	-1.72741
629	-5296.7	-90.9845	17.0731	-1.9573
630	-5280.02	-92.088	16.6739	-2.44275
631	-5263.51	-93.4374	16.5104	-2.69253
632	-5247.23	-95.0982	16.2815	-3.00773
633	-5231.12	-97.0111	16.1117	-3.26378
634	-5215.08	-99.0762	16.042	-3.41982
635	-5199.02	-101.212	16.0536	-3.49444
636	-5182.81	-103.268	16.2161	-3.41826
637	-5166.55	-105.364	16.2576	-3.46299
638	-5150.16	-107.413	16.3885	-3.41842
639	-5133.64	-109.407	16.5251	-3.3681
640	-5116.98	-111.354	16.6544	-3.32508
641	-5100.22	-113.276	16.7613	-3.3044
642	-5083.36	-115.177	16.8653	-3.28672
643	-5066.33	-117.001	17.025	-3.21325
644	-5049.14	-118.742	17.1899	-3.13466
645	-5031.79	-120.405	17.3503	-3.06052
646	-5014.33	-122.039	17.4613	-3.03581
647	-4996.77	-123.661	17.5561	-3.02725
648	-4979.02	-125.17	17.7524	-2.91726
649	-4961.09	-126.578	17.9349	-2.82099
650	-4943.02	-127.941	18.0624	-2.77976
651	-4924.81	-129.236	18.2129	-2.71555
652	-4906.48	-130.493	18.333	-2.68172
653	-4887.96	-131.648	18.5176	-2.58342
654	-4869.27	-132.717	18.6858	-2.50153
655	-4850.46	-133.738	18.8165	-2.45706
656	-4831.53	-134.729	18.928	-2.43188
657	-4812.56	-135.759	18.9722	-2.47388
658	-4793.59	-136.874	18.9701	-2.5623
659	-4774.65	-138.105	18.9359	-2.68282
660	-4755.65	-139.353	19.0017	-2.70324
661	-4736.53	-140.565	19.1197	-2.67149
662	-4717.24	-141.693	19.2861	-2.59139
663	-4697.78	-142.728	19.4607	-2.50302
664	-4678.24	-143.767	19.5403	-2.50978
665	-4658.62	-144.805	19.623	-2.5133
666	-4638.98	-145.905	19.6435	-2.57905
667	-4619.35	-147.104	19.6275	-2.68132
668	-4599.68	-148.347	19.6654	-2.72973
669	-4579.92	-149.57	19.7678	-2.71366
670	-4560.02	-150.75	19.8935	-2.67423
671	-4539.97	-151.855	20.0507	-2.60329
672	-4519.79	-152.913	20.1797	-2.56053
673	-4499.46	-153.897	20.337	-2.48953
674	-4478.91	-154.759	20.5404	-2.37244
675	-4458.27	-155.604	20.6402	-2.3589
676	-4437.54	-156.44	20.7318	-2.35355
677	-4416.71	-157.256	20.8339	-2.33773
678	-4395.84	-158.12	20.8689	-2.38902
679	-4374.92	-159.016	20.919	-2.4252
680	-4353.95	-159.939	20.9743	-2.4561
681	-4332.87	-160.846	21.0726	-2.4441
682	-4311.64	-161.678	21.2299	-2.37309
683	-4290.25	-162.43	21.3923	-2.297
684	-4268.76	-163.164	21.4925	-2.28301
685	-4247.13	-163.849	21.6246	-2.23719
686	-4225.41	-164.518	21.7226	-2.22547
687	-4203.55	-165.134	21.8583	-2.17608
688	-4181.51	-165.648	22.0416	-2.07904
689	-4159.22	-165.997	22.2901	-1.9168
690	-4136.55	-166.051	22.6677	-1.62552
691	-4113.53	-165.833	23.0213	-1.35816
692	-4090.17	-165.353	23.3663	-1.0994
693	-4066.52	-164.671	23.6499	-0.902101
694	-4042.53	-163.733	23.9885	-0.649824
695	-4018.28	-162.62	24.2467	-0.477866
696	-3993.83	-161.386	24.4494	-0.36143
697	-3969.16	-160.012	24.6721	-0.22499
698	-3944.26	-158.492	24.9002	-0.0832047
699	-3919.11	-156.807	25.1476	0.0779487
700	-3893.86	-155.101	25.2515	0.0955732
701	-3868.5	-153.369	25.359	0.116799
702	-3842.99	-151.565	25.5139	0.185432
703	-3817.36	-149.728	25.6299	0.215122
704	-3791.56	-147.804	25.7978	0.296755
705	-3765.63	-145.836	25.9258	0.338455
706	-3739.46	-143.698	26.1769	0.503285
707	-3713.01	-141.37	26.4503	0.690479
708	-3686.29	-138.861	26.7131	0.866909
709	-3659.29	-136.141	27.007	1.07458
710	-3632.06	-133.279	27.2314	1.21273
711	-3604.53	-130.207	27.5234	1.41846
712	-3576.72	-126.923	27.817	1.6258
713	-3548.64	-123.46	28.0794	1.80186
714	-3520.24	-119.761	28.3979	2.03409
715	-3491.57	-115.871	28.6713	2.2212
716	-3462.51	-111.678	29.0567	2.52032
717	-3433.21	-107.327	29.297	2.67435
718	-3403.77	-102.912	29.4431	2.73416
719	-3374.18	-98.4312	29.5912	2.79603
720	-3344.5	-93.9418	29.6825	2.80101
721	-3314.73	-89.4511	29.7662	2.79847
722	-3285.06	-85.1343	29.6746	2.62061
723	-3255.39	-80.9133	29.6612	2.52093
724	-3225.8	-76.8375	29.5985	2.37192
725	-3196.26	-72.9092	29.5333	2.22045
726	-3166.86	-69.1985	29.3982	1.99906
727	-3137.58	-65.6804	29.2879	1.80255
728	-3108.8	-62.7561	28.7765	1.20485
729	-3079.91	-59.8047	28.8859	1.228
730	-3050.9	-56.805	29.0167	1.27254
731	-3021.54	-53.5442	29.3602	1.52968
732	-2991.83	-50.0218	29.7042	1.78744
733	-2961.79	-46.2401	30.0459	2.04285
734	-2931.4	-42.1992	30.3875	2.29822
735	-2900.76	-37.9899	30.6383	2.46268
736	-2869.87	-33.6124	30.8888	2.627
737	-2838.69	-29.0233	31.1828	2.8347
738	-2807.21	-24.2215	31.478	3.04365
739	-2775.56	-19.3284	31.6516	3.13096
740	-2743.74	-14.3463	31.823	3.21608
741	-2711.81	-9.34724	31.9224	3.22916
742	-2679.79	-4.33123	32.0217	3.24225
743	-2647.58	0.796863	32.2162	3.35045
744	-2615.16	6.04243	32.4161	3.46404
745	-2582.46	11.4876	32.6981	3.65973
746	-2549.48	17.1348	32.9825	3.85792
747	-2516.17	23.0267	33.3097	4.09881
748	-2482.53	29.1636	33.637	4.33985
749	-2448.66	35.4542	33.8731	4.48965
750	-2414.55	41.896	34.1066	4.63695
751	-2380.23	48.4768	34.3281	4.77212
752	-2345.68	55.1966	34.5495	4.90728
753	-2311.2	61.7598	34.4752	4.74672
754	-2276.8	68.1656	34.4003	4.58553
755	-2242.3	74.5909	34.5021	4.60104
756	-2207.69	81.0395	34.6079	4.62055
757	-2172.86	87.6236	34.8258	4.7522
758	-2137.82	94.3445	35.045	4.88506
759	-2102.59	101.171	35.2329	4.98674
760	-2067.17	108.103	35.4209	5.08841
761	-2031.65	115.051	35.519	5.10032
762	-1996.03	122.011	35.6141	5.10913
763	-1960.29	129.023	35.7473	5.15606
764	-1924.4	136.085	35.8806	5.20308
765	-1888.36	143.229	36.0446	5.28081
766	-1852.15	150.455	36.21	5.35988
767	-1815.92	157.618	36.2284	5.29201
768	-1779.67	164.717	36.2468	5.22415
769	-1743.41	171.753	36.2664	5.15751
770	-1707.12	178.727	36.2865	5.09131
771	-1670.74	185.713	36.3813	5.09981
772	-1634.26	192.711	36.4761	5.10832
773	-1597.83	199.59	36.439	4.98499
774	-1561.43	206.345	36.397	4.85674
775	-1525.01	213.035	36.4145	4.78795
776	-1488.58	219.66	36.432	4.71917
777	-1452.04	226.311	36.5408	4.74165
778	-1415.39	232.993	36.6543	4.7689
779	-1378.82	239.503	36.5644	4.59274
780	-1342.35	245.835	36.469	4.41108
781	-1305.81	252.163	36.5463	4.40208
782	-1269.18	258.49	36.6294	4.39891
783	-1232.38	264.905	36.7984	4.48159
784	-1195.41	271.406	36.9673	4.56426
785	-1158.33	277.935	37.078	4.58868
786	-1121.15	284.493	37.1886	4.61297
787	-1083.9	291.022	37.243	4.58111
788	-1046.61	297.522	37.2963	4.54814
789	-1009.22	304.026	37.3815	4.54705
790	-971.757	310.533	37.4681	4.54736
791	-933.996	317.251	37.761	4.75405
792	-895.942	324.179	38.054	4.96075
793	-857.584	331.329	38.3574	5.17787
794	-818.923	338.7	38.6614	5.39564
795	-780.013	346.237	38.9097	5.5576
796	-740.855	353.94	39.1579	5.71955
797	-701.499	361.759	39.3563	5.83173
798	-661.946	369.692	39.5529	5.94201
799	-622.103	377.833	39.8432	6.14602
800	-581.97	386.182	40.1335	6.35003
