2.020202020202020332e+00 3.858615803796004435e-16 6.192122476341214837e-14 1.000000000000000000e+00 1.000000000000000000e+00
4.044510142071118253e+00 2.753494670000852115e-16 1.767612556768191585e-13 3.341031109085573769e-01 6.908591816331901558e-01
6.068818263940215729e+00 9.342722595026912198e-17 1.349636743748259539e-13 1.689006107334801721e-01 5.305512172966130313e-01
8.093126385809313206e+00 9.974175257033202762e-17 2.562000638136351553e-13 9.431330438982798992e-02 3.859939473321332137e-01
1.011743450767841068e+01 6.461285699157382864e-17 2.593855550319092769e-13 3.538234968572373518e-02 2.361655885379041475e-01
1.214174262954750816e+01 1.698219355328659903e-18 9.819988105230171462e-15 1.260115658526206328e-02 1.685961063595532439e-01
1.416605075141660564e+01 2.781682327624709442e-18 2.190127532247112654e-14 1.108100966407721266e-02 1.609925074988324267e-01
1.619035887328570311e+01 5.212580939974272884e-18 5.362570226125084473e-14 8.374138190910151991e-03 1.431602007806443977e-01
1.821466699515480059e+01 4.365187772780157358e-18 5.686249135847252834e-14 5.140786764276539245e-03 1.177224246186576728e-01
2.023897511702389806e+01 1.448630978778579522e-18 2.330863107050070822e-14 3.183219605159770538e-03 9.971443613379360471e-02
2.226328323889299554e+01 1.396953300303412232e-18 2.721264049524432943e-14 2.226484693122809944e-03 8.854911002961018962e-02
2.428759136076209302e+01 2.341433434292965980e-19 5.431447037147028600e-15 1.678495045853600764e-03 8.140685823936610888e-02
2.631189948263119049e+01 7.219979754381718818e-19 1.966913044988186660e-14 1.357405844544690154e-03 7.595260554972116385e-02
2.833620760450028797e+01 3.886826303924903672e-19 1.228933457622298173e-14 9.845491795024141624e-04 6.905440523843353606e-02
3.036051572636938545e+01 2.941154678043401793e-19 1.068355331988217338e-14 7.554021835688429221e-04 6.412714307189482099e-02
3.238482384823848292e+01 1.431243455221220175e-19 5.920120125451019017e-15 6.086921265708866713e-04 6.058204935495181687e-02
3.440913197010758040e+01 2.167614814014767125e-19 1.013076547851241932e-14 4.879533370102384637e-04 5.716765415393676442e-02
3.643344009197667788e+01 8.716157740866702584e-20 4.571316378573724652e-15 3.860009625366034314e-04 5.405099497705712075e-02
3.845774821384577535e+01 6.764865766969634642e-20 3.957036993495062295e-15 3.340731610815828034e-04 5.224778670698981831e-02
4.048205633571487283e+01 9.241273114306925237e-21 5.995863888161706446e-16 3.082830713329043348e-04 5.128575335149576642e-02
4.250636445758397031e+01 6.039003549888701567e-21 4.324579100123583561e-16 3.031579059291633627e-04 5.106799478738976994e-02
4.453067257945306778e+01 3.516559899252353256e-20 2.766987309631047895e-15 2.893375800923081442e-04 5.039323783033167192e-02
4.655498070132216526e+01 1.756847141884975235e-19 1.512728960540500651e-14 2.186198289902963054e-04 4.662817338763125541e-02
4.857928882319126274e+01 5.119124442291830883e-20 4.805529651693552501e-15 1.425327725489422548e-04 4.245161711368883317e-02
5.060359694506036021e+01 5.565579667240179648e-21 5.676610871285651778e-16 1.234992253636990611e-04 4.132887719807398774e-02
5.262790506692945769e+01 3.791381571277798151e-20 4.188346155103580800e-15 1.089185431959460715e-04 4.033619499673013475e-02
5.465221318879855517e+01 4.625854296924631456e-21 5.518761909260521016e-16 9.465320082790995571e-05 3.934782812523041073e-02
5.667652131066765264e+01 5.268944443899152058e-21 6.770330467495193691e-16 9.133508739223028527e-05 3.909175858142555082e-02
5.870082943253675012e+01 1.328011509016116108e-21 1.833328551835465760e-16 8.912287588391798465e-05 3.891252353346841275e-02
6.072513755440584760e+01 6.074012100735924908e-21 8.987880018762949367e-16 8.664070024200221098e-05 3.868713900745268663e-02
