X(mm)	Measured heigth (nm)	Residual Heigth (nm)	Slope (micror-rad)	Residual slope (microrad)
-150.0	83.3	2.3	-1.5	-0.400712
-149.0	81.9	2.0	-1.45	-0.358106
-148.0	80.4	1.6	-1.1	-0.015499
-147.0	79.7	2.0	-0.9	0.177108
-146.0	78.6	2.0	-1.05	0.0197144
-145.0	77.6	2.0	-0.7	0.362321
-144.0	77.2	2.7	-0.6	0.454928
-143.0	76.4	2.9	-0.75	0.297535
-142.0	75.7	3.2	-1	0.0401412
-141.0	74.4	3.0	-1.25	-0.217252
-140.0	73.2	2.8	-1.5	-0.474645
-139.0	71.4	2.0	-1.25	-0.232039
-138.0	70.7	2.4	-0.65	0.360568
-137.0	70.1	2.7	-0.75	0.253175
-136.0	69.2	2.9	-1	-0.00421854
-135.0	68.1	2.7	-1.15	-0.161612
-134.0	66.9	2.5	-1.00E+00	-0.0190051
-133.0	66.1	2.7	-0.7	0.273602
-132.0	65.5	3.0	-0.9	0.0662083
-131.0	64.3	2.8	-1.1	-0.141185
-130.0	63.3	2.7	-0.95	0.00142169
-129.0	62.4	2.8	-0.9	0.0440284
-128.0	61.5	2.9	-0.9	0.0366351
-127.0	60.6	2.9	-6.50E-01	0.279242
-126.0	60.2	3.4	-0.85	0.0718485
-125.0	58.9	3.0	-1.1	-0.185545
-124.0	58.0	3.0	-0.8	0.107062
-123.0	57.3	3.3	-1.25	-0.350331
-122.0	55.5	2.3	-1.45	-0.557725
-121.0	54.4	2.1	-1.15	-0.265118
-120.0	53.2	1.8	-0.9	-0.0225113
-119.0	52.6	2.0	-0.6	0.270095
-118.0	52.0	2.3	-1.05	-0.187298
-117.0	50.5	1.7	-1.25	-0.394691
-116.0	49.5	1.5	-0.95	-0.102084
-115.0	48.6	1.4	-0.9	-0.0594777
-114.0	47.7	1.5	-0.75	0.083129
-113.0	47.1	1.6	-0.8	0.0257357
-112.0	46.1	1.5	-1.25	-0.431658
-111.0	44.6	0.8	-1.5	-0.689051
-110.0	43.1	0.1	-1.2	-0.396444
-109.0	42.2	0.0	-0.65	0.146163
-108.0	41.8	0.4	-0.8	-0.0112308
-107.0	40.6	0.0	-1.05	-0.268624
-106.0	39.7	-0.1	-0.45	0.323983
-105.0	39.7	0.6	-0.25	0.516589
-104.0	39.2	0.9	-1.05	-0.290804
-103.0	37.6	0.0	-1.4	-0.648197
-102.0	36.4	-0.4	-0.7	0.0444095
-101.0	36.2	0.1	-0.7	0.0370162
-100.0	35.0	-0.3	-0.9	-0.170377
-99.0	34.4	-0.2	-0.5	0.22223
-98.0	34.0	0.1	-0.8	-0.0851637
-97.0	32.8	-0.4	-1	-0.292557
-96.0	32.0	-0.4	-0.65	0.0500497
-95.0	31.5	-0.3	-0.95	-0.257344
-94.0	30.1	-0.9	-0.9	-0.214737
-93.0	29.7	-0.8	-0.35	0.32787
-92.0	29.4	-0.3	-0.45	0.220477
-91.0	28.8	-0.3	-0.4	0.263083
-90.0	28.6	0.2	-0.5	0.15569
-89.0	27.8	0.1	-0.65	-0.00170337
-88.0	27.3	0.2	-1	-0.359097
-87.0	25.8	-0.6	-1.7	-1.06649
-86.0	23.9	-2.0	-1.4	-0.773883
-85.0	23.0	-2.2	-0.2	0.418723
-84.0	23.5	-1.1	0.3	0.91133
-83.0	23.6	-0.4	-0.4	0.203937
-82.0	22.7	-0.6	-0.4	0.196544
-81.0	22.8	0.0	0.1	0.68915
-80.0	22.9	0.7	-0.35	0.231757
-79.0	22.1	0.4	-0.55	0.0243637
-78.0	21.8	0.7	-0.4	0.16697
-77.0	21.3	0.8	-0.55	0.0095771
-76.0	20.7	0.8	-0.95	-0.397816
-75.0	19.4	0.0	-0.85	-0.305209
-74.0	19.0	0.1	-0.5	0.0373972
-73.0	18.4	0.1	-0.45	0.0800039
-72.0	18.1	0.4	-0.95	-0.427389
-71.0	16.5	-0.7	-0.8	-0.284783
-70.0	16.5	-0.2	-0.35	0.157824
-69.0	15.8	-0.4	-0.7	-0.199569
-68.0	15.1	-0.6	-0.55	-0.0569625
-67.0	14.7	-0.6	-0.5	-0.0143558
-66.0	14.1	-0.6	-0.85	-0.371749
-65.0	13.0	-1.3	-0.95	-0.479142
-64.0	12.2	-1.6	-0.75	-0.286536
-63.0	11.5	-1.8	-0.65	-0.193929
-62.0	10.9	-1.9	-0.15	0.298678
-61.0	11.2	-1.3	-0.75	-0.308716
-60.0	9.4	-2.6	-1.1	-0.666109
-59.0	9.0	-2.6	0.1	0.526498
-58.0	9.6	-1.5	0	0.419105
-57.0	9.0	-1.7	-0.4	0.0117112
-56.0	8.8	-1.5	-0.25	0.154318
-55.0	8.5	-1.3	-0.4	-0.00307537
-54.0	8.0	-1.5	-0.2	0.189531
-53.0	8.1	-1.0	-0.05	0.332138
-52.0	7.9	-0.8	-0.45	-0.0752553
-51.0	7.2	-1.2	-0.75	-0.382649
-50.0	6.4	-1.5	-0.55	-0.190042
-49.0	6.1	-1.5	-0.25	0.102565
-48.0	5.9	-1.3	-0.55	-0.204828
-47.0	5.0	-1.9	-0.65	-0.312222
-46.0	4.6	-1.9	-0.25	0.080385
-45.0	4.5	-1.7	-0.05	0.272992
-44.0	4.5	-1.4	-0.3	0.0155984
-43.0	3.9	-1.7	-0.25	0.0582051
-42.0	4.0	-1.2	0	0.300812
-41.0	3.9	-1.1	-0.3	-0.00658149
-40.0	3.4	-1.3	-0.35	-0.0639748
-39.0	3.2	-1.2	0.1	0.378632
-38.0	3.6	-0.5	0.1	0.371239
-37.0	3.4	-0.4	-0.35	-0.0861547
-36.0	2.9	-0.7	-0.3	-0.043548
-35.0	2.8	-0.5	0.2	0.449059
-34.0	3.3	0.2	0.25	0.491665
-33.0	3.3	0.5	0	0.234272
-32.0	3.3	0.7	0.2	0.426879
-31.0	3.7	1.3	0.15	0.369486
-30.0	3.6	1.4	-0.2	0.0120923
-29.0	3.3	1.4	-0.35	-0.145301
-28.0	2.9	1.2	-0.25	-0.0526943
-27.0	2.8	1.3	0	0.189912
-26.0	2.9	1.6	0.15	0.332519
-25.0	3.1	2.0	0.1	0.275126
-24.0	3.1	2.2	0	0.167733
-23.0	3.1	2.3	-0.15	0.0103392
-22.0	2.8	2.2	-0.1	0.0529459
-21.0	2.9	2.4	0	0.145553
-20.0	2.8	2.5	-0.4	-0.261841
-19.0	2.1	2.0	-0.3	-0.169234
-18.0	2.2	2.2	0.3	0.423373
-17.0	2.7	2.8	0.55	0.665979
-16.0	3.3	3.6	-0.1	0.00858616
-15.0	2.5	2.8	-0.3	-0.198807
-14.0	2.7	3.2	0	0.0937996
-13.0	2.5	3.0	-0.4	-0.313594
-12.0	1.9	2.5	-0.55	-0.470987
-11.0	1.4	2.1	-0.15	-0.0783803
-10.0	1.6	2.4	0.15	0.214226
-9.0	1.7	2.6	0.1	0.156833
-8.0	1.8	2.8	-0.05	-0.000560193
-7.0	1.6	2.6	-0.2	-0.157953
-6.0	1.4	2.4	-0.05	-0.0153468
-5.0	1.5	2.5	0.2	0.22726
-4.0	1.8	2.9	0.15	0.169867
-3.0	1.8	2.9	-0.1	-0.0875267
-2.0	1.6	2.7	-0.3	-0.29492
-1.0	1.2	2.4	-0.1	-0.102313
0.0	1.4	2.6	0.15	0.140293
1.0	1.5	2.7	-0.1	-0.1171
2.0	1.2	2.4	-0.25	-0.274493
3.0	1.0	2.2	-0.15	-0.181886
4.0	0.9	2.0	-0.35	-0.38928
5.0	0.3	1.3	-0.35	-0.396673
6.0	0.2	1.3	-0.1	-0.154066
7.0	0.1	1.1	-0.05	-0.11146
8.0	0.1	1.1	0.45	0.381147
9.0	1.0	1.9	-0.05	-0.126246
10.0	0.0	0.8	-0.35	-0.433639
11.0	0.3	1.0	0.6	0.508967
12.0	1.2	1.9	0.45	0.351574
13.0	1.2	1.8	0	-0.105819
14.0	1.2	1.7	0	-0.113213
15.0	1.2	1.5	-0.15	-0.270606
16.0	0.9	1.2	-0.05	-0.177999
17.0	1.1	1.2	0.2	0.0646075
18.0	1.3	1.3	0.35	0.207214
19.0	1.8	1.6	0.3	0.149821
20.0	1.9	1.6	0.25	0.0924276
21.0	2.3	1.8	0.5	0.335034
22.0	2.9	2.3	0.1	-0.072359
23.0	2.5	1.7	-0.25	-0.429752
24.0	2.4	1.5	0.05	-0.137146
25.0	2.6	1.5	0.15	-0.0445389
26.0	2.7	1.4	0.3	0.0980678
27.0	3.2	1.7	0.3	0.0906745
28.0	3.3	1.6	0.15	-0.0667188
29.0	3.5	1.6	0.25	0.0258879
30.0	3.8	1.7	0.45	0.218495
31.0	4.4	2.0	0.45	0.211101
32.0	4.7	2.2	0.25	0.00370804
33.0	4.9	2.1	0.2	-0.0536853
34.0	5.1	2.0	0	-0.261079
35.0	4.9	1.6	0.1	-0.168472
36.0	5.3	1.7	0.4	0.124135
37.0	5.7	1.9	0.4	0.116742
38.0	6.1	2.0	0.25	-0.0406517
39.0	6.2	1.8	0.35	0.051955
40.0	6.8	2.1	0.5	0.194562
41.0	7.2	2.3	0.05	-0.262832
42.0	6.9	1.7	-0.2	-0.520225
43.0	6.8	1.2	0.35	0.0223818
44.0	7.6	1.7	0.35	0.0149885
45.0	7.5	1.3	0.05	-0.292405
46.0	7.7	1.1	0.2	-0.149798
47.0	7.9	1.0	0.1	-0.257191
48.0	7.9	0.6	0.3	-0.0645847
49.0	8.5	0.9	0.55	0.178022
50.0	9.0	1.0	0.15	-0.229371
51.0	8.8	0.4	0.2	-0.186765
52.0	9.4	0.7	0.5	0.105842
53.0	9.8	0.7	0.25	-0.151551
54.0	9.9	0.4	0.2	-0.208944
55.0	10.2	0.3	0.25	-0.166338
56.0	10.4	0.1	0.65	0.226269
57.0	11.5	0.8	0.5	0.0688757
58.0	11.4	0.3	0.2	-0.238518
59.0	11.9	0.4	0.2	-0.245911
60.0	11.8	-0.1	0.55	0.0966958
61.0	13.0	0.6	0.8	0.339303
62.0	13.4	0.6	0.3	-0.168091
63.0	13.6	0.3	0.35	-0.125484
64.0	14.1	0.3	0.6	0.117123
65.0	14.8	0.5	0.65	0.159729
66.0	15.4	0.6	0.55	0.052336
67.0	15.9	0.7	0.5	-0.00505725
68.0	16.4	0.7	0.25	-0.262451
69.0	16.4	0.2	0.15	-0.369844
70.0	16.7	0.0	0.55	0.0227629
71.0	17.5	0.3	0.9	0.36537
72.0	18.5	0.7	0.55	0.00797628
73.0	18.6	0.3	-0.2	-0.749417
74.0	18.1	-0.7	0	-0.55681
75.0	18.6	-0.8	0.45	-0.114204
76.0	19.0	-0.9	0.35	-0.221597
77.0	19.3	-1.2	0.4	-0.17899
78.0	19.8	-1.3	0.6	0.0136165
79.0	20.5	-1.1	0.2	-0.393777
80.0	20.2	-2.0	0.25	-0.35117
81.0	21.0	-1.8	0.55	-0.0585634
82.0	21.3	-2.1	0.15	-0.465957
83.0	21.3	-2.6	1	0.37665
84.0	23.3	-1.3	0.3	-0.330743
85.0	21.9	-3.3	-0.25	-0.888137
86.0	22.8	-3.0	1.35	0.70447
87.0	24.6	-1.9	1.1	0.447077
88.0	25.0	-2.1	0.55	-0.110316
89.0	25.7	-2.0	0.75	0.0822903
90.0	26.5	-1.9	0.6	-0.075103
91.0	26.9	-2.2	0.45	-0.232496
92.0	27.4	-2.3	0.75	0.0601104
93.0	28.4	-2.0	0.55	-0.147283
94.0	28.5	-2.5	0.5	-0.204676
95.0	29.4	-2.4	0.85	0.137931
96.0	30.2	-2.3	0.75	0.0305372
97.0	30.9	-2.3	0.5	-0.226856
98.0	31.2	-2.7	0.5	-0.234249
99.0	31.9	-2.7	0.65	-0.0916427
100.0	32.5	-2.8	0.65	-0.099036
101.0	33.2	-2.9	0.6	-0.156429
102.0	33.7	-3.1	0.75	-0.0138225
103.0	34.7	-2.9	0.9	0.128784
104.0	35.5	-2.9	0.7	-0.0786091
105.0	36.1	-3.0	0.85	0.0639976
106.0	37.2	-2.7	1.05	0.256604
107.0	38.2	-2.4	0.7	-0.100789
108.0	38.6	-2.8	0.55	-0.258182
109.0	39.3	-2.9	0.5	-0.315576
110.0	39.6	-3.4	0.35	-0.472969
111.0	40.0	-3.8	0.7	-0.130362
112.0	41.0	-3.6	1	0.162245
113.0	42.0	-3.5	0.9	0.0548512
114.0	42.8	-3.5	0.75	-0.102542
115.0	43.5	-3.6	0.65	-0.209935
116.0	44.1	-3.8	0.35	-0.517329
117.0	44.2	-4.6	0.45	-0.424722
118.0	45.0	-4.7	0.9	0.0178847
119.0	46.0	-4.5	0.95	0.0604915
120.0	46.9	-4.5	0.95	0.0530982
121.0	47.9	-4.4	1.05	0.145705
122.0	49.0	-4.2	0.9	-0.0116884
123.0	49.7	-4.4	0.85	-0.0690817
124.0	50.7	-4.2	1	0.073525
125.0	51.7	-4.2	0.8	-0.133868
126.0	52.3	-4.5	0.75	-0.191262
127.0	53.2	-4.6	0.9	-0.0486549
128.0	54.1	-4.5	1.15	0.193952
129.0	55.5	-4.1	1.25	0.286559
130.0	56.6	-3.9	1.1	0.129165
131.0	57.7	-3.8	0.9	-0.0782281
132.0	58.4	-4.0	0.7	-0.285621
133.0	59.1	-4.3	0.6	-0.393015
134.0	59.6	-4.8	0.7	-0.300408
135.0	60.5	-4.8	0.95	-0.0578013
136.0	61.5	-4.9	1	-0.0151945
137.0	62.5	-4.9	0.95	-0.0725878
138.0	63.4	-5.0	0.95	-0.0799811
139.0	64.4	-5.0	1.05	0.0126256
140.0	65.5	-4.9	1.15	0.105232
141.0	66.7	-4.7	1.25	0.197839
142.0	68.0	-4.4	1.2	0.140446
143.0	69.1	-4.4	0.8	-0.266948
144.0	69.6	-4.9	0.85	-0.224341
145.0	70.8	-4.8	1.05	-0.0317342
146.0	71.7	-5.0	1.7	0.610873
147.0	74.2	-3.5	1.7	0.603479
148.0	75.1	-3.7	0.9	-0.203914
149.0	76.0	-3.9	1	-0.111307
150.0	77.1	-3.9	1.25	0.131299
151.0	78.5	-3.5	1.65	0.523906
152.0	80.4	-2.8	1.95	0.816513
153.0	82.4	-1.9	1.55	0.409119
154.0	83.5	-1.9	0.95	-0.198274
155.0	84.3	-2.3	0.7	-0.455667
156.0	84.9	-2.8	0.8	-0.36306
157.0	85.9	-2.9	1.05	-0.120454
158.0	87.0	-3.0	1.25	0.072153
159.0	88.4	-2.8	1.4	0.21476
160.0	89.8	-2.5	1.25	0.0573664
161.0	90.9	-2.6	1.2	-2.69E-05
162.0	92.2	-2.5	1.3	0.0925798
163.0	93.5	-2.4	1.25	0.0351865
164.0	94.7	-2.3	1.25	0.0277932
165.0	96.0	-2.3	1.25	0.0203999
166.0	97.2	-2.2	1.1	-0.136993
167.0	98.2	-2.5	1.3	0.0556133
168.0	99.8	-2.1	1.35	0.09822
169.0	100.9	-2.2	1.4	0.140827
170.0	102.6	-1.8	1.6	0.333433
171.0	104.1	-1.5	1.5	0.22604
172.0	105.6	-1.2	1.5	0.218647
173.0	107.1	-1.0	1.5	0.211254
174.0	108.6	-0.8	1.45	0.15386
175.0	110.0	-0.6	1.45	0.146467
176.0	111.5	-0.4	1.7	0.389074
177.0	113.4	0.2	1.85	0.53168
178.0	115.2	0.7	1.75	0.424287
179.0	116.9	1.0	1.5	0.166894
180.0	118.2	1.1	1.55	0.209501
181.0	120.0	1.5	1.55	0.202107
182.0	121.3	1.5	1.50E+00	0.144714
183.0	123.0	1.9	1.7	0.337321
184.0	124.7	2.3	1.9	0.529927
185.0	126.8	3.0	1.6	0.222534
186.0	127.9	2.7	1.25	-0.134859
187.0	129.3	2.8	1.35	-0.0422525
188.0	130.6	2.8	1.4	0.000354156
189.0	132.1	2.8	1.5	0.0929609
190.0	133.6	3.0	1.4	-0.0144324
191.0	134.9	2.8	1.15	-0.271826
192.0	135.9	2.5	1.6	0.170781
193.0	138.1	3.3	2.25	0.813388
194.0	140.4	4.2	1.85	0.405994
195.0	141.8	4.1	1.15	-0.301399
196.0	142.7	3.6	1.1	-0.358792
197.0	144.0	3.5	1.25	-0.216185
198.0	145.2	3.3	1.3	-0.173579
199.0	146.6	3.2	1.5	0.0190279
200.0	148.2	3.3	1.5	0.0116346
201.0	149.6	3.3	2	0.504241
202.0	152.2	4.4	1.95	0.446848
203.0	153.5	4.2	1.55	0.0394547
204.0	155.3	4.5	1.7	0.182061
205.0	156.9	4.7	1.4	-0.125332
206.0	158.1	4.3	1.4	-0.132725
207.0	159.7	4.4	1.45	-0.0901184
208.0	161.0	4.2	1.45	-0.0975117
209.0	162.6	4.3	1.9	0.345095
210.0	164.8	4.9	1.8	0.237702
211.0	166.2	4.8	1.45	-0.119692
212.0	167.7	4.8	1.45	-0.127085
213.0	169.1	4.7	1.85	0.265522
214.0	171.4	5.3	1.8	0.208129
215.0	172.7	5.1	1.55	-0.0492648
216.0	174.5	5.4	2.15	0.543342
217.0	177.0	6.2	2.2	0.585949
218.0	178.9	6.6	1.35	-0.271445
219.0	179.7	5.8	0.75	-0.878838
220.0	180.4	4.9	0.75	-0.886231
221.0	181.2	4.1	0.8	-0.843625
