gID15-M2+ML-C-15-ABBA3ave.slp
Rc (m)	SLP err rms (urad) 	HGT err rms (nm)	PV profile (um)	PV HGT err (nm)
-469152.084158	0.157758	1.300303	0.046457	5.423531
x (mm)	slope error (urad)	x (mm)	HGT error (nm)	HGT  (um)
104.000003	-0.073228
105.000003	-0.024057
106.000003	-0.036698
107.000003	-0.083386
108.000003	-0.074247
109.000003	-0.104425
110.000003	-0.169359
111.000003	-0.214192
112.000003	-0.218699
113.000003	-0.218271
114.000003	-0.219800
115.000003	-0.184231
116.000003	-0.137608
117.000003	-0.109655
118.000003	-0.093348
119.000003	-0.074783
120.000003	-0.066470
121.000003	-0.068731
122.000003	-0.091778
123.000003	-0.098167
124.000003	-0.079567
125.000003	-0.026378
126.000003	0.056049
127.000003	0.152863
128.000003	0.221262
129.000003	0.263944
130.000003	0.328650
131.000003	0.374742
132.000003	0.365473
133.000003	0.316365
134.000003	0.255944
135.000003	0.190578
