0.000000	-7.328274e-003	
1.000000	-7.329023e-003	
2.000000	-7.329741e-003	
3.000000	-7.329788e-003	
4.000000	-7.329827e-003	
5.000000	-7.330042e-003	
6.000000	-7.329731e-003	
7.000000	-7.329931e-003	
8.000000	-7.330244e-003	
9.000000	-7.330243e-003	
10.000000	-7.330290e-003	
11.000000	-7.330232e-003	
12.000000	-7.330175e-003	
13.000000	-7.330268e-003	
14.000000	-7.330318e-003	
15.000000	-7.330068e-003	
16.000000	-7.330388e-003	
17.000000	-7.330608e-003	
18.000000	-7.330664e-003	
19.000000	-7.330579e-003	
20.000000	-7.330240e-003	
21.000000	-7.330603e-003	
22.000000	-7.330731e-003	
23.000000	-7.330786e-003	
24.000000	-7.330537e-003	
25.000000	-7.330681e-003	
26.000000	-7.330877e-003	
27.000000	-7.331185e-003	
28.000000	-7.331363e-003	
29.000000	-7.331171e-003	
30.000000	-7.330609e-003	
31.000000	-7.331138e-003	
32.000000	-7.331449e-003	
33.000000	-7.331355e-003	
34.000000	-7.331367e-003	
35.000000	-7.331258e-003	
36.000000	-7.331282e-003	
37.000000	-7.331228e-003	
38.000000	-7.331674e-003	
39.000000	-7.331667e-003	
40.000000	-7.331408e-003	
41.000000	-7.331200e-003	
42.000000	-7.331673e-003	
43.000000	-7.331742e-003	
44.000000	-7.331619e-003	
45.000000	-7.331206e-003	
46.000000	-7.331171e-003	
47.000000	-7.331293e-003	
48.000000	-7.331233e-003	
49.000000	-7.331592e-003	
50.000000	-7.331619e-003	
51.000000	-7.331619e-003	
52.000000	-7.331287e-003	
53.000000	-7.331729e-003	
54.000000	-7.332035e-003	
55.000000	-7.332084e-003	
56.000000	-7.332180e-003	
57.000000	-7.332098e-003	
58.000000	-7.332376e-003	
59.000000	-7.332493e-003	
60.000000	-7.332496e-003	
61.000000	-7.332566e-003	
62.000000	-7.332710e-003	
63.000000	-7.332655e-003	
64.000000	-7.332519e-003	
65.000000	-7.332365e-003	
66.000000	-7.332584e-003	
67.000000	-7.332564e-003	
68.000000	-7.332515e-003	
69.000000	-7.332529e-003	
70.000000	-7.332534e-003	
71.000000	-7.332857e-003	
72.000000	-7.332929e-003	
73.000000	-7.332988e-003	
74.000000	-7.333029e-003	
75.000000	-7.333020e-003	
76.000000	-7.333128e-003	
77.000000	-7.333353e-003	
78.000000	-7.333408e-003	
79.000000	-7.333403e-003	
80.000000	-7.333590e-003	
81.000000	-7.333739e-003	
82.000000	-7.333627e-003	
83.000000	-7.333447e-003	
84.000000	-7.333513e-003	
85.000000	-7.333451e-003	
86.000000	-7.333285e-003	
87.000000	-7.333158e-003	
88.000000	-7.333065e-003	
89.000000	-7.333089e-003	
90.000000	-7.335558e-003	
91.000000	-7.336298e-003	
92.000000	-7.333293e-003	
93.000000	-7.333377e-003	
94.000000	-7.333587e-003	
95.000000	-7.333823e-003	
96.000000	-7.333796e-003	
97.000000	-7.333640e-003	
98.000000	-7.333705e-003	
99.000000	-7.333863e-003	
100.000000	-7.333810e-003	
101.000000	-7.333834e-003	
102.000000	-7.333796e-003	
103.000000	-7.333946e-003	
104.000000	-7.334022e-003	
