0.000000	-4.251918e-003	
1.000000	-4.251133e-003	
2.000000	-4.250249e-003	
3.000000	-4.249964e-003	
4.000000	-4.249588e-003	
5.000000	-4.249300e-003	
6.000000	-4.249176e-003	
7.000000	-4.248812e-003	
8.000000	-4.248497e-003	
9.000000	-4.248351e-003	
10.000000	-4.248565e-003	
11.000000	-4.248242e-003	
12.000000	-4.247959e-003	
13.000000	-4.248000e-003	
14.000000	-4.248069e-003	
15.000000	-4.247872e-003	
16.000000	-4.248046e-003	
17.000000	-4.247987e-003	
18.000000	-4.247998e-003	
19.000000	-4.247838e-003	
20.000000	-4.247668e-003	
21.000000	-4.247643e-003	
22.000000	-4.247704e-003	
23.000000	-4.247448e-003	
24.000000	-4.247611e-003	
25.000000	-4.247391e-003	
26.000000	-4.247414e-003	
27.000000	-4.247177e-003	
28.000000	-4.247151e-003	
29.000000	-4.247064e-003	
30.000000	-4.246883e-003	
31.000000	-4.246865e-003	
32.000000	-4.246751e-003	
33.000000	-4.246585e-003	
34.000000	-4.246638e-003	
35.000000	-4.246444e-003	
36.000000	-4.246410e-003	
37.000000	-4.246439e-003	
38.000000	-4.246362e-003	
39.000000	-4.246116e-003	
40.000000	-4.245698e-003	
41.000000	-4.245393e-003	
42.000000	-4.244802e-003	
43.000000	-4.244539e-003	
44.000000	-4.244654e-003	
45.000000	-4.244748e-003	
46.000000	-4.244918e-003	
47.000000	-4.244911e-003	
48.000000	-4.244653e-003	
49.000000	-4.244799e-003	
50.000000	-4.244880e-003	
51.000000	-4.245072e-003	
52.000000	-4.244735e-003	
53.000000	-4.244881e-003	
54.000000	-4.244924e-003	
55.000000	-4.244546e-003	
56.000000	-4.244559e-003	
57.000000	-4.244287e-003	
58.000000	-4.244281e-003	
59.000000	-4.244155e-003	
60.000000	-4.244359e-003	
61.000000	-4.244067e-003	
62.000000	-4.244145e-003	
63.000000	-4.244104e-003	
64.000000	-4.243953e-003	
65.000000	-4.243777e-003	
66.000000	-4.243717e-003	
67.000000	-4.243541e-003	
68.000000	-4.243429e-003	
69.000000	-4.243328e-003	
70.000000	-4.243186e-003	
71.000000	-4.243196e-003	
72.000000	-4.242992e-003	
73.000000	-4.242946e-003	
74.000000	-4.242728e-003	
75.000000	-4.242627e-003	
76.000000	-4.242535e-003	
77.000000	-4.242375e-003	
78.000000	-4.242345e-003	
79.000000	-4.242321e-003	
80.000000	-4.242181e-003	
81.000000	-4.241982e-003	
82.000000	-4.242090e-003	
83.000000	-4.241737e-003	
84.000000	-4.241767e-003	
85.000000	-4.241867e-003	
86.000000	-4.241648e-003	
87.000000	-4.241277e-003	
88.000000	-4.240987e-003	
89.000000	-4.241136e-003	
90.000000	-4.240882e-003	
91.000000	-4.240965e-003	
92.000000	-4.240747e-003	
93.000000	-4.240812e-003	
94.000000	-4.240686e-003	
95.000000	-4.240606e-003	
96.000000	-4.240559e-003	
97.000000	-4.240225e-003	
98.000000	-4.240158e-003	
99.000000	-4.239940e-003	
100.000000	-4.239928e-003	
101.000000	-4.240050e-003	
102.000000	-4.240025e-003	
103.000000	-4.240062e-003	
104.000000	-4.240000e-003	
105.000000	-4.239903e-003	
106.000000	-4.239760e-003	
107.000000	-4.239608e-003	
108.000000	-4.239516e-003	
